,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
490,Belmonte,-15.8631,-38.8828,298.43,86,47,2.4,scattered clouds
491,Tessalit,20.1986,1.0114,291.93,17,65,4.23,broken clouds
492,Kindu,-2.95,25.95,294.08,100,100,0.48,moderate rain
493,Puerto Madryn,-42.7692,-65.0385,294.5,43,0,11.93,clear sky
494,Grand Gaube,-20.0064,57.6608,298.37,72,64,1.34,broken clouds
495,Lipetsk,52.6031,39.5708,271.18,79,28,1.79,scattered clouds
496,Ivaipora,-24.2478,-51.6847,298.07,47,47,1.91,scattered clouds
497,Kaoma,-14.7833,24.8,297.53,35,83,2.16,broken clouds
498,Safaga,26.7292,33.9365,296.32,32,100,1.99,overcast clouds
499,Razole,16.4833,81.8333,295.43,90,70,1.77,broken clouds
500,Urdoma,61.7533,48.5442,258.01,94,100,4.2,light snow
501,Raudeberg,61.9875,5.1352,274.52,95,100,1.34,light snow
502,San Andres,12.5847,-81.7006,301.16,78,75,7.2,broken clouds
503,Kutum,14.2,24.6667,292.84,26,0,3.73,clear sky
504,Epping,-33.7727,151.0818,291.57,85,100,0.89,light rain
505,Chama,47.1821,8.4636,278.27,88,100,0.89,overcast clouds
506,Jumla,29.2747,82.1838,278.78,67,1,1.81,clear sky
507,Cotonou,6.3654,2.4183,301.14,89,20,3.6,few clouds
508,Konevo,62.1215,39.3192,254.86,94,100,3.18,overcast clouds
509,Inirida,3.8653,-67.9239,296.8,97,100,0.66,overcast clouds
510,Sapozhok,53.9419,40.6806,267.57,86,30,2.62,scattered clouds
511,Ughelli,5.4899,6.0074,299.13,85,71,1.59,broken clouds
512,Meulaboh,4.1363,96.1285,297.47,87,75,1.63,broken clouds
513,Xuddur,4.1213,43.8894,295.81,58,11,4.97,few clouds
514,Borda Da Mata,-22.2742,-46.1653,292.01,85,49,0.82,scattered clouds
515,Taybad,34.74,60.7756,275.98,88,3,1.1,clear sky
516,Mulanje,-16.0316,35.5,297.89,57,50,1.86,scattered clouds
517,Huaraz,-9.5333,-77.5333,285.98,91,100,2.18,moderate rain
518,Tirlyanskiy,54.2109,58.5806,273.9,92,100,5.48,light snow
519,Nykirke,54.8667,8.7333,278.18,95,100,6.78,light rain
520,Paamiut,61.994,-49.6678,275.32,76,99,19.84,light rain
521,Svetlyy,54.675,20.1347,274.18,89,90,3.66,overcast clouds
522,Jurm,36.8648,70.8342,279.25,51,74,0.99,broken clouds
523,Alekseyevka,50.6309,38.6903,271.85,83,100,2.21,overcast clouds
524,Abu Samrah,35.3029,37.1841,285.96,45,100,3.08,overcast clouds
525,Malangali,-8.5667,34.85,292.53,73,96,4.87,overcast clouds
526,Russelsheim,49.9925,8.435,279.06,86,0,1.34,clear sky
527,Sakakah,29.9697,40.2064,287.91,41,65,2.93,broken clouds
528,Faya,18.3851,42.4509,283.44,39,0,0.45,clear sky
529,Ilabaya,-17.4208,-70.5133,294.06,55,99,2.26,moderate rain
530,Kathu,7.9178,98.3332,298.05,70,55,7.61,broken clouds
531,Malakal,9.5334,31.6605,300.26,31,5,2.39,clear sky
532,Onokhino,56.925,65.5394,274.33,88,100,5.79,overcast clouds
533,Cap-Aux-Meules,47.3821,-61.8597,272.18,59,75,8.75,broken clouds
534,Coquimbo,-29.9533,-71.3436,289.0,82,40,4.63,scattered clouds
535,Rocha,-34.4833,-54.3333,289.32,90,70,2.51,broken clouds
536,Putina,-15.4667,-69.4333,283.63,69,96,6.28,overcast clouds
537,Sisimiut,66.9395,-53.6735,277.5,58,100,10.1,overcast clouds
538,Riyadh,24.6877,46.7219,285.23,29,4,1.74,clear sky
539,Umba,66.6871,34.3429,257.77,94,17,2.51,few clouds
540,Harper,4.375,-7.7169,299.71,82,6,3.51,clear sky
541,Mitu,1.1983,-70.1733,295.05,99,100,0.14,overcast clouds
542,Matara,5.9485,80.5353,297.85,91,91,1.59,overcast clouds
543,Lucapa,-8.4192,20.7447,292.01,97,89,1.36,overcast clouds
544,New Castle,41.0037,-80.347,279.75,43,1,2.57,clear sky
545,Benguela,-12.5763,13.4055,297.84,82,97,0.93,overcast clouds
546,Lucea,18.451,-78.1736,299.74,79,77,6.43,broken clouds
547,Songea,-10.6833,35.65,291.82,82,12,2.38,few clouds
548,Bahia Honda,22.9036,-83.1592,296.72,72,3,4.09,clear sky
549,Muyezerskiy,63.9333,31.65,258.43,94,80,2.57,broken clouds
550,Kyabe,9.4515,18.9449,300.24,26,64,1.99,broken clouds
551,Kulhudhuffushi,6.6221,73.07,300.42,76,27,2.78,scattered clouds
552,Toamasina,-18.1667,49.3833,296.15,94,40,0.51,scattered clouds
553,Shelburne,44.0787,-80.2041,273.46,77,53,6.48,broken clouds
554,Kudahuvadhoo,2.6708,72.8944,301.04,77,19,5.52,few clouds
555,Erdemli,36.605,34.3084,288.35,49,35,5.87,scattered clouds
556,Luis Correia,-2.8792,-41.6669,300.41,81,54,6.69,broken clouds
557,Kerouane,9.2667,-9.0167,299.05,39,33,1.58,scattered clouds
558,Malindi,-3.2175,40.1191,298.55,85,32,2.78,light rain
559,Alpena,45.0617,-83.4327,272.33,84,90,2.24,overcast clouds
560,Port Hawkesbury,45.6169,-61.3485,271.25,54,20,3.17,few clouds
561,Ierapetra,35.01,25.7353,287.12,85,99,5.81,overcast clouds
562,Carnarvon,-24.8667,113.6333,297.19,83,0,3.09,clear sky
563,Porbandar,21.6422,69.6093,296.21,58,28,5.61,scattered clouds
564,Kralendijk,12.15,-68.2667,301.14,78,75,5.66,broken clouds
565,Stromness,58.965,-3.296,279.13,60,98,14.33,overcast clouds
566,Adre,13.4667,22.2,294.76,25,0,3.5,clear sky
567,Zhanaozen,43.3,52.8,273.6,55,2,5.43,clear sky
568,Olafsvik,64.8945,-23.7142,274.64,79,85,6.02,overcast clouds
569,Igrim,63.1906,64.4162,253.34,92,100,4.25,overcast clouds
570,Caluquembe,-13.7833,14.6833,290.17,91,95,0.93,light rain
571,Hella,67.2,14.4333,267.23,53,1,5.14,clear sky
572,Mayor Pablo Lagerenza,-19.9309,-60.7718,297.11,94,96,4.73,overcast clouds
573,Alberton,46.8168,-64.0654,271.1,52,5,5.47,clear sky
574,Ilhabela,-23.7781,-45.3581,295.03,87,84,3.14,broken clouds
575,Corn Island,12.1694,-83.0418,300.55,81,40,7.79,scattered clouds
576,Trelew,-43.249,-65.3051,295.48,36,1,11.2,clear sky
577,Bardiyah,31.7561,25.0865,287.59,63,4,11.42,clear sky
578,Clarence Town,-32.5833,151.7833,294.25,64,95,3.54,overcast clouds
579,Bani,18.2833,-70.3333,298.07,76,17,5.49,few clouds
580,Buchanan,5.8808,-10.0467,299.13,84,65,1.7,broken clouds
581,Asandh,29.5167,76.6,289.26,51,0,2.06,clear sky
582,Sudbury,46.49,-80.99,271.63,78,86,4.61,overcast clouds
583,Homa Bay,-0.5273,34.4571,292.77,78,97,1.59,overcast clouds
584,Misratah,32.3754,15.0925,288.49,59,44,7.29,scattered clouds
585,Vilcun,-38.65,-72.2333,292.56,62,0,0.93,clear sky
586,Dudinka,69.4058,86.1778,238.49,100,93,2.75,overcast clouds
587,Lubango,-14.9172,13.4925,289.63,86,79,0.94,broken clouds
588,Havelock,34.8791,-76.9013,290.12,84,75,0.0,broken clouds
589,San Borja,-14.8167,-66.85,302.45,63,76,1.26,broken clouds
590,Ouagadougou,12.3642,-1.5383,296.22,28,9,2.06,clear sky
591,Surt,31.2089,16.5887,288.99,65,64,8.52,broken clouds
592,Sakaraha,-22.9,44.5333,296.14,51,2,0.96,clear sky
593,San Luis,-33.295,-66.3356,289.41,86,95,4.44,overcast clouds
594,Ion Corvin,44.1167,27.8,278.54,90,100,1.82,overcast clouds
595,Esna,25.2934,32.554,291.52,25,78,2.22,broken clouds
596,Waddan,29.1614,16.139,282.9,64,0,2.84,clear sky
597,Dahuk,36.8695,42.994,281.89,33,95,1.38,light rain
598,Balashikha,55.8094,37.9581,268.48,96,84,0.94,light snow
599,Khor,47.8861,134.9464,256.66,86,84,3.57,broken clouds
600,Nizwa,22.9333,57.5333,291.01,71,37,1.64,scattered clouds
601,Killybegs,54.6333,-8.45,280.56,71,33,10.68,scattered clouds
602,Baoro,5.6667,15.9667,296.35,52,81,1.02,broken clouds
603,Abonnema,4.7084,6.7931,299.57,83,30,2.67,scattered clouds
604,Boz,46.4071,4.9109,278.51,95,76,2.22,broken clouds
605,Zuwarah,32.9312,12.082,284.82,56,0,5.85,clear sky
606,Yarada,17.65,83.2667,297.33,83,75,1.03,broken clouds
607,Muskegon,43.3,-86.1334,277.16,47,90,3.6,overcast clouds
608,Saint Anthony,45.0205,-93.218,273.79,58,90,0.45,overcast clouds
609,Escanaba,45.7453,-87.0646,272.39,60,75,3.09,broken clouds
610,Huntington,38.4193,-82.4452,282.52,73,85,2.01,overcast clouds
611,Rio Branco Do Sul,-25.19,-49.3142,291.33,98,58,2.14,broken clouds
612,Mineiros,-17.5694,-52.5511,297.68,67,88,0.26,light rain
613,Emba,48.8264,58.1442,269.83,86,34,2.2,scattered clouds
614,Maldonado,-34.6667,-54.9167,292.81,89,80,3.38,broken clouds
615,Haileybury,47.449,-79.6373,264.47,97,96,1.29,overcast clouds
616,Conceicao Do Araguaia,-8.2578,-49.2647,296.93,94,100,1.61,overcast clouds
617,Goundam,16.4145,-3.6708,296.16,15,91,5.44,overcast clouds
618,Reconquista,-29.15,-59.65,297.25,43,96,2.89,overcast clouds
619,Coihaique,-45.5752,-72.0662,291.12,48,40,4.63,scattered clouds
620,Nueva Helvecia,-34.3,-57.2333,293.48,69,95,6.18,overcast clouds
621,Saint-Jean-De-Luz,43.3891,-1.6581,284.18,80,75,1.79,light rain
622,Praia,14.9215,-23.5087,296.45,78,75,8.23,broken clouds
623,San Pedro De Tutule,14.25,-87.85,291.49,98,54,2.3,broken clouds
624,Punta Alta,-38.8759,-62.0736,287.34,65,100,3.64,overcast clouds
625,Kushtagi,15.7667,76.2,294.75,85,87,2.79,overcast clouds
626,Bela,25.9333,81.9833,292.39,60,31,1.98,scattered clouds
627,Piacabucu,-10.4056,-36.4344,299.28,84,76,4.89,broken clouds
628,Upata,8.0086,-62.3989,298.81,80,72,1.92,broken clouds
629,Kidal,18.4411,1.4078,296.38,15,97,2.45,overcast clouds
630,Panguipulli,-39.6333,-72.3333,294.99,50,0,1.68,clear sky
631,Natitingou,10.3042,1.3796,296.99,18,84,2.73,broken clouds
632,Dharchula,29.85,80.5333,284.74,47,1,3.64,clear sky
633,Cancun,21.1743,-86.8466,298.18,73,20,1.54,few clouds
634,Geraldton,-28.7667,114.6,300.44,43,0,3.09,clear sky
635,Samana,19.2056,-69.3369,298.13,88,11,3.23,few clouds
636,Gusau,12.1628,6.6614,295.28,26,63,3.9,broken clouds
637,Ambanja,-13.6833,48.45,296.57,90,6,1.48,clear sky
638,Suamico,44.6319,-88.0393,274.58,52,1,1.34,clear sky
639,Paramonga,-10.6667,-77.8333,292.76,85,99,3.24,overcast clouds
640,Sur,22.5667,59.5289,295.36,63,1,2.03,clear sky
641,Sarh,9.1429,18.3923,297.1,69,0,0.0,clear sky
642,Elizabeth City,36.2946,-76.2511,286.49,76,1,0.45,clear sky
643,Kumluca,36.3703,30.2869,286.86,84,100,2.48,overcast clouds
644,Presidente Dutra,-5.29,-44.49,296.62,96,100,1.24,overcast clouds
645,Lar,26.2039,83.9717,293.21,51,67,2.28,broken clouds
646,Maragogi,-9.0122,-35.2225,298.5,86,52,3.87,broken clouds
647,Tavricheskoye,54.5851,73.6395,272.1,93,97,5.19,overcast clouds
648,Gravdal,68.1214,13.5031,269.72,59,8,6.29,clear sky
649,Nawa,27.0167,75.0,289.22,68,0,1.76,clear sky
650,Anna Paulowna,52.862,4.834,279.31,89,90,2.68,light intensity drizzle
651,Mbanza-Ngungu,-5.25,14.8667,292.66,99,94,0.59,overcast clouds
652,Glyadyanskoye,54.9075,65.0883,273.01,86,44,8.28,scattered clouds
653,La Asuncion,11.0333,-63.8628,305.0,62,58,7.2,broken clouds
654,Wukari,7.85,9.7833,298.97,31,74,1.62,broken clouds
655,San Pedro,14.35,121.0167,298.21,73,20,0.51,few clouds
656,Sovik,65.9333,12.4667,269.14,49,6,10.14,clear sky
657,Galle,6.0367,80.217,298.68,86,100,2.22,overcast clouds
658,Manta,-0.95,-80.7333,297.03,83,40,5.66,scattered clouds
659,Novaya Lyalya,59.055,60.599,264.28,91,100,3.27,light snow
660,Lagos,6.5833,3.75,300.33,90,89,1.49,overcast clouds
661,Masindi,1.6744,31.715,292.41,84,92,1.1,overcast clouds
662,Chimoio,-19.1164,33.4833,297.07,57,0,1.06,clear sky
663,Sambava,-14.2667,50.1667,298.17,82,45,4.36,scattered clouds
664,Methoni,36.8197,21.7049,284.94,75,1,7.28,clear sky
665,Gemena,3.25,19.7667,294.96,84,87,0.79,overcast clouds
666,Turukhansk,65.8167,87.9833,239.09,100,100,1.29,overcast clouds
667,Cherlak,54.155,74.8055,270.76,95,98,4.56,overcast clouds
668,Goure,13.9835,10.2704,297.05,17,31,4.55,scattered clouds
669,Humaita,-7.5061,-63.0208,297.04,97,84,0.55,broken clouds
670,Kabalo,-6.05,26.9167,293.91,91,5,0.86,clear sky
671,Morelia,19.7008,-101.1844,297.67,37,22,0.71,few clouds
672,Nampula,-15.1165,39.2666,297.12,78,0,5.14,clear sky
673,Bauchi,10.5,10.0,293.41,32,59,2.58,broken clouds
674,Chiredzi,-21.05,31.6667,297.46,53,10,3.59,clear sky
675,Diamantino,-14.4086,-56.4461,298.36,85,97,1.71,overcast clouds
676,Rondonopolis,-16.4708,-54.6356,299.29,81,45,0.68,scattered clouds
677,Adrian,41.8975,-84.0372,277.27,46,1,0.89,clear sky
678,Angol,-37.8,-72.7167,292.79,44,0,3.05,clear sky
679,Igarka,67.4667,86.5833,233.87,100,85,1.2,overcast clouds
680,Hamburg,53.55,10.0,275.53,96,75,2.57,snow
681,Altea,38.5989,-0.0514,288.92,65,0,4.66,clear sky
682,Bathurst,-33.4166,149.5806,292.99,65,62,0.45,broken clouds
683,Afonso Bezerra,-5.4983,-36.5056,299.8,72,33,7.17,scattered clouds
684,La Victoria,10.2184,-67.3302,294.21,80,33,2.29,scattered clouds
685,Rio Gallegos,-51.6226,-69.2181,290.18,25,75,13.89,broken clouds
686,Moose Factory,51.2585,-80.6094,259.15,72,40,3.6,scattered clouds
687,San Juan De Colon,8.0313,-72.2605,296.92,93,65,2.08,broken clouds
688,Tambura,5.6,27.4667,297.37,45,73,1.01,broken clouds
689,East Stroudsburg,40.9995,-75.1813,279.64,76,77,2.21,broken clouds
690,Hoopstad,-27.8327,25.9083,289.55,89,100,4.95,overcast clouds
691,Borba,-4.3878,-59.5939,297.51,95,94,1.14,overcast clouds
692,Dunmore Town,25.5,-76.65,298.82,63,90,5.62,overcast clouds
693,Leh,34.1667,77.5833,264.02,72,57,1.19,broken clouds
694,Skibbereen,51.55,-9.2667,277.04,69,21,7.24,light rain
695,Bembereke,10.2283,2.6634,295.41,22,87,1.71,overcast clouds
696,Sliven,42.6858,26.3292,279.71,78,74,0.8,broken clouds
697,Orshanka,56.9161,47.8933,269.4,85,100,5.32,overcast clouds
698,Batsfjord,70.6345,29.7185,264.14,82,19,10.48,few clouds
699,Valdez,1.2492,-78.9831,297.94,84,100,5.38,overcast clouds
700,Hvolsvollur,63.7533,-20.2243,265.82,75,42,1.56,scattered clouds
701,Decatur,39.8403,-88.9548,279.63,60,1,2.57,clear sky
702,Guane,22.2025,-84.0875,294.96,79,10,1.89,clear sky
703,Elliot,-31.3333,27.85,287.07,91,100,0.83,overcast clouds
704,Nurota,40.5614,65.6886,276.2,64,100,3.75,light rain
705,Yelizavetino,59.4916,29.7938,260.73,95,97,2.61,overcast clouds
706,Ancud,-41.8697,-73.8203,290.61,73,0,1.0,clear sky
707,Uribia,11.7139,-72.266,300.02,74,53,7.1,broken clouds
708,Tougue,11.4667,-11.6,294.87,27,67,0.41,broken clouds
709,Neubrandenburg,53.5667,13.2667,275.31,91,100,5.36,overcast clouds
710,Platanos,37.6667,21.6167,284.31,85,4,1.91,clear sky
711,Channel-Port Aux Basques,47.5702,-59.1367,273.38,55,99,11.68,overcast clouds
712,Parry Sound,45.3501,-80.033,273.27,80,98,7.84,light snow
713,Bridlington,54.0831,-0.1919,278.44,78,99,9.66,light rain
714,Pombas,17.1503,-25.0201,295.03,76,82,6.53,broken clouds
715,Rafraf,37.1904,10.1837,282.32,70,50,6.26,scattered clouds
716,Eirunepe,-6.6603,-69.8736,297.17,94,93,0.66,overcast clouds
717,Dartford,51.4435,0.2196,279.52,86,75,1.79,broken clouds
718,Okoneshnikovo,54.8377,75.0834,270.21,95,98,5.46,overcast clouds
719,Aljezur,37.3191,-8.8033,285.11,87,58,4.65,broken clouds
720,Acari,-15.4311,-74.6158,294.81,79,81,2.38,broken clouds
721,Conneaut,41.9476,-80.5542,278.76,69,53,7.35,broken clouds
722,Bugarama,-2.8706,30.5281,288.43,94,96,0.19,overcast clouds
723,La Ligua,-32.4524,-71.2311,291.03,56,0,1.14,clear sky
724,Imbituba,-28.24,-48.6703,295.83,81,98,5.15,overcast clouds
725,Pimentel,-6.8367,-79.9342,294.31,73,40,8.23,scattered clouds
726,Mweka,-4.85,21.5667,293.31,100,100,0.83,light rain
727,Moron,-34.6534,-58.6198,294.27,79,90,2.68,overcast clouds
728,Boffa,10.1667,-14.0333,297.87,89,50,1.5,scattered clouds
729,Agadez,19.75,10.25,289.55,24,58,4.76,broken clouds
730,Ulagan,50.6321,87.9563,258.15,88,36,1.23,scattered clouds
731,Itaituba,-4.2761,-55.9836,297.27,93,42,0.62,scattered clouds
732,Mandal,25.45,74.5667,291.69,59,63,1.41,broken clouds
733,Turinsk,58.0458,63.696,274.07,95,100,5.52,overcast clouds
734,Junagarh,19.8667,82.9333,291.67,95,100,1.53,overcast clouds
735,Tselinnoye,53.0833,85.6667,263.08,99,96,2.02,overcast clouds
